Cod_com,Candidato (a),Sigla Partido,Votos Totales,Electo(a),Cargo,Año de Elección,Nombres,Apellido Paterno,Apellido Materno,Período,Sexo,Partido
2102,GUIBALDO ERNESTO ORMAZABAL ARANCIBIA,IND,14,SI,CONSEJERO REGIONAL,2013,GUIBALDO ERNESTO,ORMAZABAL,ARANCIBIA,2014-2018,HOMBRE,INDEPENDIENTES LISTA D
2103,GUIBALDO ERNESTO ORMAZABAL ARANCIBIA,IND,7,SI,CONSEJERO REGIONAL,2013,GUIBALDO ERNESTO,ORMAZABAL,ARANCIBIA,2014-2018,HOMBRE,INDEPENDIENTES LISTA D
2104,GUIBALDO ERNESTO ORMAZABAL ARANCIBIA,IND,3,SI,CONSEJERO REGIONAL,2013,GUIBALDO ERNESTO,ORMAZABAL,ARANCIBIA,2014-2018,HOMBRE,INDEPENDIENTES LISTA D
9102,GUIDO  SIEGMUND GONZALEZ,UDI,55,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9103,GUIDO  SIEGMUND GONZALEZ,UDI,115,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9104,GUIDO  SIEGMUND GONZALEZ,UDI,13,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9105,GUIDO  SIEGMUND GONZALEZ,UDI,138,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9106,GUIDO  SIEGMUND GONZALEZ,UDI,33,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9107,GUIDO  SIEGMUND GONZALEZ,UDI,3538,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9108,GUIDO  SIEGMUND GONZALEZ,UDI,124,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9109,GUIDO  SIEGMUND GONZALEZ,UDI,235,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9110,GUIDO  SIEGMUND GONZALEZ,UDI,17,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9111,GUIDO  SIEGMUND GONZALEZ,UDI,69,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9113,GUIDO  SIEGMUND GONZALEZ,UDI,35,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9114,GUIDO  SIEGMUND GONZALEZ,UDI,193,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9115,GUIDO  SIEGMUND GONZALEZ,UDI,104,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9116,GUIDO  SIEGMUND GONZALEZ,UDI,22,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9117,GUIDO  SIEGMUND GONZALEZ,UDI,51,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9118,GUIDO  SIEGMUND GONZALEZ,UDI,48,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9119,GUIDO  SIEGMUND GONZALEZ,UDI,174,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9120,GUIDO  SIEGMUND GONZALEZ,UDI,160,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9121,GUIDO  SIEGMUND GONZALEZ,UDI,30,SI,CONSEJERO REGIONAL,2013,GUIDO GERMAN,SIEGMUND,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7201,GUILLERMO  GARCIA GONZALEZ,UDI,5636,SI,CONSEJERO REGIONAL,2013,GUILLERMO DANIEL,GARCIA,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7202,GUILLERMO  GARCIA GONZALEZ,UDI,1339,SI,CONSEJERO REGIONAL,2013,GUILLERMO DANIEL,GARCIA,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7203,GUILLERMO  GARCIA GONZALEZ,UDI,1071,SI,CONSEJERO REGIONAL,2013,GUILLERMO DANIEL,GARCIA,GONZALEZ,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
5301,GUILLERMO  HURTADO CALDERON,UDI,3795,SI,CONSEJERO REGIONAL,2013,GUILLERMO IGNACIO,HURTADO,CALDERON,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
5302,GUILLERMO  HURTADO CALDERON,UDI,454,SI,CONSEJERO REGIONAL,2013,GUILLERMO IGNACIO,HURTADO,CALDERON,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
5303,GUILLERMO  HURTADO CALDERON,UDI,383,SI,CONSEJERO REGIONAL,2013,GUILLERMO IGNACIO,HURTADO,CALDERON,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
5304,GUILLERMO  HURTADO CALDERON,UDI,476,SI,CONSEJERO REGIONAL,2013,GUILLERMO IGNACIO,HURTADO,CALDERON,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9102,GUILLERMO  JARAMILLO SALAZAR,PPD,151,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9103,GUILLERMO  JARAMILLO SALAZAR,PPD,660,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9104,GUILLERMO  JARAMILLO SALAZAR,PPD,45,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9105,GUILLERMO  JARAMILLO SALAZAR,PPD,432,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9106,GUILLERMO  JARAMILLO SALAZAR,PPD,482,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9107,GUILLERMO  JARAMILLO SALAZAR,PPD,175,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9108,GUILLERMO  JARAMILLO SALAZAR,PPD,4272,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9109,GUILLERMO  JARAMILLO SALAZAR,PPD,298,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9110,GUILLERMO  JARAMILLO SALAZAR,PPD,190,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9111,GUILLERMO  JARAMILLO SALAZAR,PPD,180,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9113,GUILLERMO  JARAMILLO SALAZAR,PPD,723,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9114,GUILLERMO  JARAMILLO SALAZAR,PPD,245,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9115,GUILLERMO  JARAMILLO SALAZAR,PPD,117,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9116,GUILLERMO  JARAMILLO SALAZAR,PPD,109,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9117,GUILLERMO  JARAMILLO SALAZAR,PPD,185,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9118,GUILLERMO  JARAMILLO SALAZAR,PPD,252,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9119,GUILLERMO  JARAMILLO SALAZAR,PPD,2367,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9120,GUILLERMO  JARAMILLO SALAZAR,PPD,328,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
9121,GUILLERMO  JARAMILLO SALAZAR,PPD,73,SI,CONSEJERO REGIONAL,2013,GUILLERMO HERNAN,JARAMILLO,SALAZAR,2014-2018,HOMBRE,PARTIDO POR LA DEMOCRACIA
7401,GUILLERMO ANTONIO LABRA BALLESTA,RN,342,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7402,GUILLERMO ANTONIO LABRA BALLESTA,RN,73,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7403,GUILLERMO ANTONIO LABRA BALLESTA,RN,128,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7404,GUILLERMO ANTONIO LABRA BALLESTA,RN,4458,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7405,GUILLERMO ANTONIO LABRA BALLESTA,RN,2513,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7406,GUILLERMO ANTONIO LABRA BALLESTA,RN,180,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7407,GUILLERMO ANTONIO LABRA BALLESTA,RN,123,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
7408,GUILLERMO ANTONIO LABRA BALLESTA,RN,106,SI,CONSEJERO REGIONAL,2013,GUILLERMO ANTONIO,LABRA,BALLESTA,2014-2018,HOMBRE,RENOVACION NACIONAL
2101,GUILLIER ALVAREZ ALEJANDRO,INDEP,33493,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2102,GUILLIER ALVAREZ ALEJANDRO,INDEP,1470,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2103,GUILLIER ALVAREZ ALEJANDRO,INDEP,258,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2104,GUILLIER ALVAREZ ALEJANDRO,INDEP,1003,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2201,GUILLIER ALVAREZ ALEJANDRO,INDEP,19786,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2202,GUILLIER ALVAREZ ALEJANDRO,INDEP,79,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2203,GUILLIER ALVAREZ ALEJANDRO,INDEP,675,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2301,GUILLIER ALVAREZ ALEJANDRO,INDEP,4329,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
2302,GUILLIER ALVAREZ ALEJANDRO,INDEP,818,SI,SENADOR,2013,ALEJANDRO RENE ELEODORO,GUILLIER,ALVAREZ,2014-2022,HOMBRE,INDEPENDIENTE
16101,GUSTAVO  SANHUEZA DUEÑAS,UDI,7984,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16102,GUSTAVO  SANHUEZA DUEÑAS,UDI,449,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16103,GUSTAVO  SANHUEZA DUEÑAS,UDI,593,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16104,GUSTAVO  SANHUEZA DUEÑAS,UDI,117,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16105,GUSTAVO  SANHUEZA DUEÑAS,UDI,147,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16106,GUSTAVO  SANHUEZA DUEÑAS,UDI,464,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16107,GUSTAVO  SANHUEZA DUEÑAS,UDI,264,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16108,GUSTAVO  SANHUEZA DUEÑAS,UDI,298,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16109,GUSTAVO  SANHUEZA DUEÑAS,UDI,305,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16201,GUSTAVO  SANHUEZA DUEÑAS,UDI,158,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16202,GUSTAVO  SANHUEZA DUEÑAS,UDI,69,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16203,GUSTAVO  SANHUEZA DUEÑAS,UDI,170,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16204,GUSTAVO  SANHUEZA DUEÑAS,UDI,242,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16205,GUSTAVO  SANHUEZA DUEÑAS,UDI,115,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16206,GUSTAVO  SANHUEZA DUEÑAS,UDI,90,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16207,GUSTAVO  SANHUEZA DUEÑAS,UDI,80,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16301,GUSTAVO  SANHUEZA DUEÑAS,UDI,523,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16302,GUSTAVO  SANHUEZA DUEÑAS,UDI,390,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16303,GUSTAVO  SANHUEZA DUEÑAS,UDI,154,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16304,GUSTAVO  SANHUEZA DUEÑAS,UDI,59,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16305,GUSTAVO  SANHUEZA DUEÑAS,UDI,226,SI,CONSEJERO REGIONAL,2013,GUSTAVO ADOLFO,SANHUEZA,DUEÑAS,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9201,GUSTAVO KAUSEL KROLL,RN,338,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9202,GUSTAVO KAUSEL KROLL,RN,274,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9203,GUSTAVO KAUSEL KROLL,RN,129,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9204,GUSTAVO KAUSEL KROLL,RN,88,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9205,GUSTAVO KAUSEL KROLL,RN,55,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9206,GUSTAVO KAUSEL KROLL,RN,208,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9207,GUSTAVO KAUSEL KROLL,RN,161,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9208,GUSTAVO KAUSEL KROLL,RN,2366,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9209,GUSTAVO KAUSEL KROLL,RN,68,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9210,GUSTAVO KAUSEL KROLL,RN,557,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
9211,GUSTAVO KAUSEL KROLL,RN,567,SI,CONSEJERO REGIONAL,2013,GUSTAVO ENRIQUE,KAUSEL,KROLL,2014-2018,HOMBRE,RENOVACION NACIONAL
6201,GUSTAVO RUBIO MORI,IND,1255,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
6202,GUSTAVO RUBIO MORI,IND,276,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
6203,GUSTAVO RUBIO MORI,IND,1124,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
6204,GUSTAVO RUBIO MORI,IND,607,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
6205,GUSTAVO RUBIO MORI,IND,539,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
6206,GUSTAVO RUBIO MORI,IND,287,SI,CONSEJERO REGIONAL,2013,GUSTAVO ANDRES,RUBIO,MORI,2014-2018,HOMBRE,INDEPENDIENTES LISTA J
12201,GUTIERREZ GALVEZ HUGO,P.C.Ch,23238,SI,DIPUTADO,2013,HUGO HUMBERTO,GUTIERREZ,GALVEZ,2014-2018,HOMBRE,PARTIDO COMUNISTA DE CHILE
12201,GUTIERREZ PINO ROMILIO,UDI,23526,SI,DIPUTADO,2013,ROMILIO GUILLERMO,GUTIERREZ,PINO,2014-2018,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
4301,HANNA JARUFE HAUNE,IND,7129,SI,CONSEJERO REGIONAL,2013,HANNA,JARUFE,HAUNE,2014-2018,HOMBRE,INDEPENDIENTES
4302,HANNA JARUFE HAUNE,IND,56,SI,CONSEJERO REGIONAL,2013,HANNA,JARUFE,HAUNE,2014-2018,HOMBRE,INDEPENDIENTES
4303,HANNA JARUFE HAUNE,IND,232,SI,CONSEJERO REGIONAL,2013,HANNA,JARUFE,HAUNE,2014-2018,HOMBRE,INDEPENDIENTES
4304,HANNA JARUFE HAUNE,IND,187,SI,CONSEJERO REGIONAL,2013,HANNA,JARUFE,HAUNE,2014-2018,HOMBRE,INDEPENDIENTES
4305,HANNA JARUFE HAUNE,IND,83,SI,CONSEJERO REGIONAL,2013,HANNA,JARUFE,HAUNE,2014-2018,HOMBRE,INDEPENDIENTES
8106,HARBOE BASCUÑAN FELIPE,PPD,11244,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8201,HARBOE BASCUÑAN FELIPE,PPD,4790,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8202,HARBOE BASCUÑAN FELIPE,PPD,5192,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8203,HARBOE BASCUÑAN FELIPE,PPD,4086,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8204,HARBOE BASCUÑAN FELIPE,PPD,919,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8205,HARBOE BASCUÑAN FELIPE,PPD,5613,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8206,HARBOE BASCUÑAN FELIPE,PPD,3443,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8207,HARBOE BASCUÑAN FELIPE,PPD,1041,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8301,HARBOE BASCUÑAN FELIPE,PPD,21111,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8302,HARBOE BASCUÑAN FELIPE,PPD,736,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8304,HARBOE BASCUÑAN FELIPE,PPD,3493,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8305,HARBOE BASCUÑAN FELIPE,PPD,4043,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8306,HARBOE BASCUÑAN FELIPE,PPD,3768,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8307,HARBOE BASCUÑAN FELIPE,PPD,1217,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8308,HARBOE BASCUÑAN FELIPE,PPD,636,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8309,HARBOE BASCUÑAN FELIPE,PPD,1450,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8310,HARBOE BASCUÑAN FELIPE,PPD,809,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8311,HARBOE BASCUÑAN FELIPE,PPD,1220,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8312,HARBOE BASCUÑAN FELIPE,PPD,1909,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
8314,HARBOE BASCUÑAN FELIPE,PPD,282,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
16101,HARBOE BASCUÑAN FELIPE,PPD,28931,SI,SENADOR,2013,FELIPE,HARBOE,BASCUÑAN,2014-2022,HOMBRE,PARTIDO POR LA DEMOCRACIA
