Cod_com,Candidato (a),Sigla Partido,Votos Totales,Electo(a),Cargo,Año de Elección,Nombres,Apellido Paterno,Apellido Materno,Período,Sexo,Partido
5107,VARAS ZUÑIGA JOSE,IND,3961,SI,ALCALDE,2008,JOSE RICARDO,VARAS,ZUÑIGA,2008-2012,HOMBRE,INDEPENDIENTE
10302,VARGAS ALEUY CAROLINA,UDI,306,SI,CONCEJAL,2008,CAROLINA EUGENIA,VARGAS,ALEUY,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
16207,VARGAS AVILA MIGUEL,IND,331,SI,CONCEJAL,2008,MIGUEL ARNOLDO,VARGAS,AVILA,2008-2012,HOMBRE,INDEPENDIENTE
10303,VARGAS AVILA ROBERTA,PS,681,SI,CONCEJAL,2008,ROBERTA INES,VARGAS,AVILA,2008-2012,MUJER,SOCIALISTA DE CHILE
11402,VARGAS BAHAMONDES JOSE ADOLFO,IND,125,SI,CONCEJAL,2008,JOSE ADOLFO,VARGAS,BAHAMONDES,2008-2012,HOMBRE,INDEPENDIENTE
11401,VARGAS CARDENAS JORGE EDUARDO,UDI,178,SI,CONCEJAL,2008,JORGE EDUARDO,VARGAS,CARDENAS,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
11202,VARGAS DUAMANTE CARLOS,RN,267,SI,CONCEJAL,2008,CARLOS EDUARDO,VARGAS,DUAMANTE,2008-2012,HOMBRE,RENOVACION NACIONAL
13504,VARGAS FARIAS SONIA,PPD,561,SI,CONCEJAL,2008,SONIA ANDREA,VARGAS,FARIAS,2008-2012,MUJER,POR LA DEMOCRACIA
2102,VARGAS HERRERA LUZ,PPD,755,SI,CONCEJAL,2008,LUZ ISNELDA,VARGAS,HERRERA,2008-2012,MUJER,POR LA DEMOCRACIA
10403,VARGAS MANCILLA ALEJANDRO,UDI,237,SI,CONCEJAL,2008,JOSE ALEJANDRO,VARGAS,MANCILLA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
6114,VARGAS MUÑOZ IVAN,IND,573,SI,CONCEJAL,2008,ROBERTO IVAN,VARGAS,MUÑOZ,2008-2012,HOMBRE,INDEPENDIENTE
5303,VARGAS PERALTA MIGUEL FRANCISCO,UDI,330,SI,CONCEJAL,2008,MIGUEL FRANCISCO,VARGAS,PERALTA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
15101,VARGAS PIZARRO ORLANDO SEVERO,IND,9123,SI,CONCEJAL,2008,ORLANDO SEVERO,VARGAS,PIZARRO,2008-2012,HOMBRE,INDEPENDIENTE
16201,VARGAS RIOS GALVARINO,IND,246,SI,CONCEJAL,2008,VICTOR GALVARINO,VARGAS,RIOS,2008-2012,HOMBRE,INDEPENDIENTE
10201,VARGAS VARGAS FRANCISCO JAVIER,PDC,1079,SI,CONCEJAL,2008,FRANCISCO JAVIER,VARGAS,VARGAS,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
10301,VARGAS VIDAL CARLOS JOEL,IND,3236,SI,CONCEJAL,2008,CARLOS JOEL,VARGAS,VIDAL,2008-2012,HOMBRE,INDEPENDIENTE
10107,VASQUEZ ALMONACID FRANCISCO JAVIER,RN,542,SI,CONCEJAL,2008,FRANCISCO JAVIER,VASQUEZ,ALMONACID,2008-2012,HOMBRE,RENOVACION NACIONAL
12102,VASQUEZ BARRIENTOS MARIA ISABEL,IND,74,SI,CONCEJAL,2008,MARIA ISABEL,VASQUEZ,BARRIENTOS,2008-2012,MUJER,INDEPENDIENTE
12103,VASQUEZ BARRIENTOS SILVIA TATIANA,UDI,357,SI,ALCALDE,2008,SILVIA TATIANA,VASQUEZ,BARRIENTOS,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
14202,VASQUEZ CARRASCO ARNALDO,PDC,564,SI,CONCEJAL,2008,ARNALDO ANSELMO,VASQUEZ,CARRASCO,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
8108,VASQUEZ CARRASCO FELIPE,PS,2249,SI,CONCEJAL,2008,FELIPE ANDRES,VASQUEZ,CARRASCO,2008-2012,HOMBRE,SOCIALISTA DE CHILE
10401,VASQUEZ CELEDON PEDRO,IND,1483,SI,ALCALDE,2008,PEDRO RONNY,VASQUEZ,CELEDON,2008-2012,HOMBRE,INDEPENDIENTE
13108,VASQUEZ CONTRERAS MARGARITA,UDI,3217,SI,CONCEJAL,2008,MARGARITA DEL CARM,VASQUEZ,CONTRERAS,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
7105,VASQUEZ GALVEZ LUIS,UDI,1389,SI,CONCEJAL,2008,LUIS GABRIEL,VASQUEZ,GALVEZ,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13301,VASQUEZ MEDINA ANDRES,PDC,2636,SI,CONCEJAL,2008,ANDRES ANTONIO,VASQUEZ,MEDINA,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
6101,VASQUEZ MIRANDA JORGE,UDI,5835,SI,CONCEJAL,2008,JORGE ARMANDO,VASQUEZ,MIRANDA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
16206,VASQUEZ NAVARRETE GERARDO ARMANDO,IND,129,SI,CONCEJAL,2008,GERARDO ARMANDO,VASQUEZ,NAVARRETE,2008-2012,HOMBRE,INDEPENDIENTE
11102,VASQUEZ VALDEBENITO EDUVINA,PRSD,53,SI,CONCEJAL,2008,SANTA EDUVINA,VASQUEZ,VALDEBENITO,2008-2012,MUJER,RADICAL SOCIALDEMOCRATA
10107,VASQUEZ VASQUEZ FERNANDO,IND,3438,SI,ALCALDE,2008,JUAN FERNANDO,VASQUEZ,VASQUEZ,2008-2012,HOMBRE,INDEPENDIENTE
9205,VASQUEZ VEROIZA GUILLERMO ALBERTO,PPD,1830,SI,ALCALDE,2008,GUILLERMO ALBERTO,VASQUEZ,VEROIZA,2008-2012,HOMBRE,POR LA DEMOCRACIA
4202,VEGA FLORES ANA MARGARITA,PPD,622,SI,CONCEJAL,2008,ANA MARGARITA,VEGA,FLORES,2008-2012,MUJER,POR LA DEMOCRACIA
4202,VEGA RAMIREZ LUZ,IND,204,SI,CONCEJAL,2008,LUZ ELIANA,VEGA,RAMIREZ,2008-2012,MUJER,INDEPENDIENTE
13105,VEGA UMATINO SEBASTIAN,PDC,3515,SI,CONCEJAL,2008,EDUARDO SEBASTIAN,VEGA,UMATINO,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
12302,VEGA VERA VICTOR HERNAN,PRSD,77,SI,CONCEJAL,2008,VICTOR HERNAN,VEGA,VERA,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
10201,VEJAR CID OMAR,IND,1686,SI,CONCEJAL,2008,OMAR LEONARDO,VEJAR,CID,2008-2012,HOMBRE,INDEPENDIENTE
9109,VEJAR CORTES RICARDO,RN,1389,SI,CONCEJAL,2008,RICARDO ABNER,VEJAR,CORTES,2008-2012,HOMBRE,RENOVACION NACIONAL
10104,VELASQUEZ ALARCON NELSON,PS,1356,SI,CONCEJAL,2008,NELSON,VELASQUEZ,ALARCON,2008-2012,HOMBRE,SOCIALISTA DE CHILE
10105,VELASQUEZ ALVAREZ PATRICIA,PDC,850,SI,CONCEJAL,2008,PATRICIA XIMENA,VELASQUEZ,ALVAREZ,2008-2012,MUJER,DEMOCRATA CRISTIANO
14105,VELASQUEZ HERWITT MERLIN,UDI,268,SI,CONCEJAL,2008,MERLIN RAMON,VELASQUEZ,HERWITT,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
10101,VELASQUEZ MACIAS MARCOS,UDI,4893,SI,CONCEJAL,2008,MARCOS ELISEO,VELASQUEZ,MACIAS,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
11303,VELASQUEZ MUÑOZ DELFIN,PDC,40,SI,CONCEJAL,2008,DELFIN ANSELMO,VELASQUEZ,MUÑOZ,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
12201,VELASQUEZ MUÑOZ JUAN,PS,72,SI,CONCEJAL,2008,JUAN BAUTISTA,VELASQUEZ,MUÑOZ,2008-2012,HOMBRE,SOCIALISTA DE CHILE
2201,VELASQUEZ NUÑEZ ESTEBAN,IND,21277,SI,ALCALDE,2008,ESTEBAN JORGE,VELASQUEZ,NUÑEZ,2008-2012,HOMBRE,INDEPENDIENTE
2201,VELASQUEZ NUÑEZ HERNAN,PPD,1420,SI,CONCEJAL,2008,HERNAN JESUS,VELASQUEZ,NUÑEZ,2008-2012,HOMBRE,POR LA DEMOCRACIA
10208,VELASQUEZ PAREDES CLAUDIO,PDC,814,SI,CONCEJAL,2008,CLAUDIO IVAN,VELASQUEZ,PAREDES,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
2201,VELASQUEZ RAMOS NELSON,PRI,2914,SI,CONCEJAL,2008,NELSON EDUARDO,VELASQUEZ,RAMOS,2008-2012,HOMBRE,REGIONALISTA DE LOS INDEPENDIENTES
4102,VELASQUEZ SEGUEL RAMON,PPD,6068,SI,CONCEJAL,2008,RAMON SEGUNDO,VELASQUEZ,SEGUEL,2008-2012,HOMBRE,POR LA DEMOCRACIA
3101,VELIZ KRATZSCHMAR ANELICE,PS,6330,SI,CONCEJAL,2008,ANELICE MARIA,VELIZ,KRATZSCHMAR,2008-2012,MUJER,SOCIALISTA DE CHILE
8312,VELOSO JARA JAIME,RN,5033,SI,ALCALDE,2008,JAIME SERGIO,VELOSO,JARA,2008-2012,HOMBRE,RENOVACION NACIONAL
8309,VELOSO VALLEJOS CLAUDIO,IND,652,SI,CONCEJAL,2008,CLAUDIO FELIPE,VELOSO,VALLEJOS,2008-2012,HOMBRE,INDEPENDIENTE
6205,VENEGAS GONZALEZ ENRIQUE,PPD,323,SI,CONCEJAL,2008,ORLANDO ENRIQUE,VENEGAS,GONZALEZ,2008-2012,HOMBRE,POR LA DEMOCRACIA
13111,VENEGAS MALDONADO BERTA,PDC,1774,SI,CONCEJAL,2008,BERTA DEL CARMEN,VENEGAS,MALDONADO,2008-2012,MUJER,DEMOCRATA CRISTIANO
6203,VENEGAS PRADO ERNESTO JAVIER,PRSD,438,SI,CONCEJAL,2008,ERNESTO JAVIER,VENEGAS,PRADO,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
5302,VENEGAS SALAZAR NELSON,PS,2579,SI,ALCALDE,2008,NELSON ESTEBAN,VENEGAS,SALAZAR,2008-2012,HOMBRE,SOCIALISTA DE CHILE
8106,VENEGAS TRONCOSO JORGE,IND,10015,SI,ALCALDE,2008,JORGE ANIBAL,VENEGAS,TRONCOSO,2008-2012,HOMBRE,INDEPENDIENTE
13203,VENEGAS VELIZ ANDRES,IND,412,SI,CONCEJAL,2008,ANDRES DEL CARMEN,VENEGAS,VELIZ,2008-2012,HOMBRE,INDEPENDIENTE
15201,VENTURA MOLLO FIDEL,RN,285,SI,CONCEJAL,2008,FIDEL JOSE,VENTURA,MOLLO,2008-2012,HOMBRE,RENOVACION NACIONAL
8201,VENTURELLI PUMERO ALFREDO,PPD,604,SI,CONCEJAL,2008,ALFREDO ENRIQUE,VENTURELLI,PUMERO,2008-2012,HOMBRE,POR LA DEMOCRACIA
13120,VERA BARRIA CLAUDIA ANDREA,RN,13620,SI,CONCEJAL,2008,CLAUDIA ANDREA,VERA,BARRIA,2008-2012,MUJER,RENOVACION NACIONAL
5601,VERA CASTRO OMAR,PRSD,20007,SI,ALCALDE,2008,LUIS OMAR,VERA,CASTRO,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
5102,VERA DELGADO MANUEL JESUS,PDC,5352,SI,ALCALDE,2008,MANUEL JESUS,VERA,DELGADO,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
1405,VERA GONZALEZ VICTOR,PDC,171,SI,CONCEJAL,2008,VICTOR ALBERTO,VERA,GONZALEZ,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
1401,VERA GUZMAN IRMA DEL CARMEN,PPD,260,SI,CONCEJAL,2008,IRMA DEL CARMEN,VERA,GUZMAN,2008-2012,MUJER,POR LA DEMOCRACIA
16202,VERA IRRIBARRA TEMISTOCLES,PRSD,128,SI,CONCEJAL,2008,TEMISTOCLES DEL CARMEN,VERA,IRRIBARRA,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
8110,VERA LASTRA FRANCISCO,UDI,4892,SI,CONCEJAL,2008,FRANCISCO ANTONIO,VERA,LASTRA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9102,VERA PAREDES PEDRO,PRSD,950,SI,CONCEJAL,2008,PEDRO GABRIEL,VERA,PAREDES,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
14104,VERA REYES NUBI IRIS,PRSD,685,SI,CONCEJAL,2008,NUBI IRIS,VERA,REYES,2008-2012,MUJER,RADICAL SOCIALDEMOCRATA
8107,VERA RIQUELME RODRIGO,UDI,3679,SI,CONCEJAL,2008,RODRIGO OSVALDO,VERA,RIQUELME,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
10201,VERA SANHUEZA JUAN EDUARDO,UDI,1284,SI,CONCEJAL,2008,JUAN EDUARDO,VERA,SANHUEZA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
10209,VERA ULLOA MIGUEL,PS,411,SI,CONCEJAL,2008,MIGUEL ANGEL,VERA,ULLOA,2008-2012,HOMBRE,SOCIALISTA DE CHILE
10402,VERA VERA BELARMINO,UDI,139,SI,CONCEJAL,2008,JACINTO BELARMINO,VERA,VERA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9107,VERDEJO SILVA ROSA ELENA,PRSD,1215,SI,CONCEJAL,2008,ROSA ELENA,VERDEJO,SILVA,2008-2012,MUJER,RADICAL SOCIALDEMOCRATA
5506,VERDEJO ZAMORA NELSON,PPD,559,SI,CONCEJAL,2008,NELSON RENE,VERDEJO,ZAMORA,2008-2012,HOMBRE,POR LA DEMOCRACIA
13604,VERDUGO PAINEMAL ROSA ELVIRA,PRI,928,SI,CONCEJAL,2008,ROSA ELVIRA,VERDUGO,PAINEMAL,2008-2012,MUJER,REGIONALISTA DE LOS INDEPENDIENTES
7106,VERDUGO PEREZ CARLOS,PDC,516,SI,CONCEJAL,2008,CARLOS ALEJANDRO,VERDUGO,PEREZ,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
7201,VERGARA DEL RIO MANUEL JOSE,RN,1435,SI,CONCEJAL,2008,MANUEL JOSE,VERGARA,DEL RIO,2008-2012,HOMBRE,RENOVACION NACIONAL
5501,VERGARA FLORES VICTOR MANUEL,PRSD,2281,SI,CONCEJAL,2008,VICTOR MANUEL,VERGARA,FLORES,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
9120,VERGARA LAGOS GERMAN,RN,2211,SI,CONCEJAL,2008,GERMAN ANTONIO,VERGARA,LAGOS,2008-2012,HOMBRE,RENOVACION NACIONAL
9117,VERGARA LAZO JAIME,PPD,669,SI,CONCEJAL,2008,JAIME ANTONIO,VERGARA,LAZO,2008-2012,HOMBRE,POR LA DEMOCRACIA
7304,VERGARA LEYTON MARIA EUGENIA,UDI,1725,SI,CONCEJAL,2008,MARIA EUGENIA,VERGARA,LEYTON,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
13120,VERGARA LOYOLA PABLO,PPD,4088,SI,CONCEJAL,2008,PABLO ESTEBAN,VERGARA,LOYOLA,2008-2012,HOMBRE,POR LA DEMOCRACIA
8104,VERGARA REYES JUAN,IND,1641,SI,ALCALDE,2008,JUAN ANTONIO,VERGARA,REYES,2008-2012,HOMBRE,INDEPENDIENTE
13404,VERGARA RODRIGUEZ DIEGO,RN,11943,SI,ALCALDE,2008,DIEGO ALFONSO,VERGARA,RODRIGUEZ,2008-2012,HOMBRE,RENOVACION NACIONAL
7108,VERGARA ROJAS NESTOR,IND,165,SI,CONCEJAL,2008,NESTOR ANDRES,VERGARA,ROJAS,2008-2012,HOMBRE,INDEPENDIENTE
13123,VIAL VALENZUELA VIRGINIA,UDI,5013,SI,CONCEJAL,2008,MARIA VIRGINIA,VIAL,VALENZUELA,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
5105,VICENCIO BAZAES FERNANDO SEBASTIAN,IND,475,SI,CONCEJAL,2008,FERNANDO SEBASTIAN,VICENCIO,BAZAES,2008-2012,HOMBRE,INDEPENDIENTE
5503,VICENCIO VARGAS GERMAN ALFONSO,UDI,810,SI,CONCEJAL,2008,GERMAN ALFONSO,VICENCIO,VARGAS,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
2202,VICENTELO VICENTELO JAVIER,UDI,78,SI,CONCEJAL,2008,ALEXIS JAVIER,VICENTELO,VICENTELO,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
13123,VICUÑA NAVARRO PEDRO,PS,2748,SI,CONCEJAL,2008,PEDRO IGNACIO,VICUÑA,NAVARRO,2008-2012,HOMBRE,SOCIALISTA DE CHILE
13501,VICUÑA VIDELA ANDRES,RN,5669,SI,CONCEJAL,2008,ANDRES RODOLFO DEL SAG,VICUÑA,VIDELA,2008-2012,HOMBRE,RENOVACION NACIONAL
7308,VIDAL ALVAREZ PABLO,RN,1102,SI,CONCEJAL,2008,PEDRO PABLO,VIDAL,ALVAREZ,2008-2012,HOMBRE,RENOVACION NACIONAL
5604,VIDAL DEVIA GUILLERMO,UDI,346,SI,CONCEJAL,2008,GUILLERMO GERARDO,VIDAL,DEVIA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9202,VIDAL DIAZ EMA,PRI,508,SI,CONCEJAL,2008,EMA LUDGARDA,VIDAL,DIAZ,2008-2012,MUJER,REGIONALISTA DE LOS INDEPENDIENTES
9101,VIDAL MERINO HUGO,PDC,4817,SI,CONCEJAL,2008,HUGO EDMUNDO,VIDAL,MERINO,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
14204,VIDAL MUJICA DOMINGO,UDI,1107,SI,CONCEJAL,2008,VICTOR DOMINGO,VIDAL,MUJICA,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
7101,VIELMA ALFARO LUIS SEBASTIAN,UDI,6302,SI,CONCEJAL,2008,LUIS SEBASTIAN,VIELMA,ALFARO,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
4302,VIERA FLORES MIGUEL,PRI,266,SI,CONCEJAL,2008,LUIS MIGUEL,VIERA,FLORES,2008-2012,HOMBRE,REGIONALISTA DE LOS INDEPENDIENTES
9206,VILCHES ALVAREZ RAMON,PDC,2521,SI,ALCALDE,2008,TOMAS RAMON,VILCHES,ALVAREZ,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
13505,VILCHES MONDACA JEREMIAS,PS,248,SI,CONCEJAL,2008,JEREMIAS ABRAHAM,VILCHES,MONDACA,2008-2012,HOMBRE,SOCIALISTA DE CHILE
8103,VILCHES VILCHES JOSE EDUARDO,IND,1977,SI,CONCEJAL,2008,JOSE EDUARDO,VILCHES,VILCHES,2008-2012,HOMBRE,INDEPENDIENTE
12103,VILICIC PEÑA GLORIA GERONIMA,RN,47,SI,CONCEJAL,2008,GLORIA GERONIMA,VILICIC,PEÑA,2008-2012,MUJER,RENOVACION NACIONAL
8106,VILLA SOLAR JUAN,PDC,2498,SI,CONCEJAL,2008,JUAN ANTONIO,VILLA,SOLAR,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
16108,VILLABLANCA FUENTES NANCY,IND,350,SI,CONCEJAL,2008,NANCY JANNETTE,VILLABLANCA,FUENTES,2008-2012,MUJER,INDEPENDIENTE
9211,VILLABLANCA LEIVA PATRICIO,PRI,1847,SI,CONCEJAL,2008,JULIO PATRICIO,VILLABLANCA,LEIVA,2008-2012,HOMBRE,REGIONALISTA DE LOS INDEPENDIENTES
6101,VILLAGRA ASTORGA MANUEL,PPD,6221,SI,CONCEJAL,2008,MANUEL LEVI,VILLAGRA,ASTORGA,2008-2012,HOMBRE,POR LA DEMOCRACIA
9211,VILLAGRAN DURAN JUAN PABLO,PS,1494,SI,CONCEJAL,2008,JUAN PABLO,VILLAGRAN,DURAN,2008-2012,HOMBRE,SOCIALISTA DE CHILE
8306,VILLALOBOS AVELLO ANA LUISA,PDC,1528,SI,CONCEJAL,2008,ANA LUISA,VILLALOBOS,AVELLO,2008-2012,MUJER,DEMOCRATA CRISTIANO
5404,VILLALOBOS HENRIQUEZ IGNACIO,IND,397,SI,CONCEJAL,2008,IGNACIO GAMALIE,VILLALOBOS,HENRIQUEZ,2008-2012,HOMBRE,INDEPENDIENTE
9119,VILLANUEVA RUBILAR PATRICIO,PPD,5634,SI,ALCALDE,2008,PATRICIO EDUARDO,VILLANUEVA,RUBILAR,2008-2012,HOMBRE,POR LA DEMOCRACIA
15202,VILLANUEVA SARCO ANGEL,IND,91,SI,CONCEJAL,2008,ANGEL ALFREDO,VILLANUEVA,SARCO,2008-2012,HOMBRE,INDEPENDIENTE
7104,VILLANUEVA VALDIVIA MARIO,IND,239,SI,CONCEJAL,2008,MARIO DEL CARMEN,VILLANUEVA,VALDIVIA,2008-2012,HOMBRE,INDEPENDIENTE
16105,VILLAR FIGUEROA MANUEL,PS,473,SI,CONCEJAL,2008,MANUEL SEBASTIAN,VILLAR,FIGUEROA,2008-2012,HOMBRE,SOCIALISTA DE CHILE
5501,VILLAROEL CASTILLO ALEJANDRO,UDI,1935,SI,CONCEJAL,2008,ALEJANDRO EDUARDO,VILLARROEL,CASTILLO,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
10102,VILLARROEL CASTRILLON NELSON,RN,849,SI,CONCEJAL,2008,NELSON ANTONIO,VILLARROEL,CASTRILLON,2008-2012,HOMBRE,RENOVACION NACIONAL
10102,VILLARROEL GALLARDO DORIS,PDC,1064,SI,CONCEJAL,2008,DORIS NOLBIA,VILLARROEL,GALLARDO,2008-2012,MUJER,DEMOCRATA CRISTIANO
5105,VILLARROEL PACHECO ANA ROSA,UDI,684,SI,CONCEJAL,2008,ANA ROSA,VILLARROEL,PACHECO,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
13201,VILLAVICENCIO CLAVERO ALFREDO,RN,7360,SI,CONCEJAL,2008,ALFREDO DARWIN,VILLAVICENCIO,CLAVERO,2008-2012,HOMBRE,RENOVACION NACIONAL
13401,VILLAVICENCIO PASTEN SERGIO,PH,3429,SI,CONCEJAL,2008,SERGIO OCTAVIO,VILLAVICENCIO,PASTEN,2008-2012,HOMBRE,HUMANISTA
9204,VILUGRON MARTINEZ JOSE,UDI,1246,SI,ALCALDE,2008,JOSE NIBALDO,VILUGRON,MARTINEZ,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
5801,VIÑAMBRES ADASME MAURICIO,PS,25867,SI,ALCALDE,2008,MAURICIO,VIÑAMBRES,ADASME,2008-2012,HOMBRE,SOCIALISTA DE CHILE
8314,VITA MANQUEPI FELIX,PPD,890,SI,ALCALDE,2008,FELIX SEGUNDO,VITA,MANQUEPI,2008-2012,HOMBRE,POR LA DEMOCRACIA
13119,VITTORI MUÑOZ CHRISTIAN,PDC,5154,SI,CONCEJAL,2008,CHRISTIAN MANUEL,VITTORI,MUÑOZ,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
8314,VIVANCO REBOLLEDO ALEJANDRO,IND,195,SI,CONCEJAL,2008,ALEJANDRO ROSA,VIVANCO,REBOLLEDO,2008-2012,HOMBRE,INDEPENDIENTE
10210,VIVAR BARRIA JOSE RAFAEL,PRSD,194,SI,CONCEJAL,2008,JOSE RAFAEL,VIVAR,BARRIA,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
6114,VIVAR CRUZ IVAN,PS,613,SI,CONCEJAL,2008,IVAN ARMANDO,VIVAR,CRUZ,2008-2012,HOMBRE,SOCIALISTA DE CHILE
12301,VIVAR GARAY CESAR NEFTALI,PRSD,153,SI,CONCEJAL,2008,CESAR NEFTALI,VIVAR,GARAY,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
8203,VIVEROS GAJARDO LUIS,PRSD,2683,SI,CONCEJAL,2008,LUIS ADRIAN,VIVEROS,GAJARDO,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
3201,VOLTA ROJAS HECTOR ANTONIO,PRSD,3548,SI,ALCALDE,2008,HECTOR ANTONIO,VOLTA,ROJAS,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
8307,VON-JENTSCHYK CRUZ EDWIN,PS,2230,SI,ALCALDE,2008,EDWIN GERMAN,VON-JENTSCHYK,CRUZ,2008-2012,HOMBRE,SOCIALISTA DE CHILE
7202,WADDINGTON GUAJARDO MARCELO,PRSD,379,SI,CONCEJAL,2008,MARCELO OSVALDO,WADDINGTON,GUAJARDO,2008-2012,HOMBRE,RADICAL SOCIALDEMOCRATA
13115,WARD EDWARDS CARLOS,UDI,2120,SI,CONCEJAL,2008,CARLOS RAFAEL,WARD,EDWARDS,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
8203,WEISSE NOVOA FLOR,UDI,1795,SI,CONCEJAL,2008,FLOR ISABEL,WEISSE,NOVOA,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
10404,WHITE MUÑOZ GUILLERMO,RN,83,SI,CONCEJAL,2008,GUILLERMO ANTONIO,WHITE,MUÑOZ,2008-2012,HOMBRE,RENOVACION NACIONAL
9107,WICKEL NAVARRETE MARISOL,UDI,822,SI,CONCEJAL,2008,MARGOT MARISOL ISABEL,WICKEL,NAVARRETE,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
8313,WINTER RUIZ FREDY,UDI,532,SI,CONCEJAL,2008,FREDY HARALD,WINTER,RUIZ,2008-2012,HOMBRE,UNION DEMOCRATA INDEPENDIENTE
9203,WORNER TAPIA GLENDA,PPD,412,SI,CONCEJAL,2008,GLENDA ELIZABETH,WORNER,TAPIA,2008-2012,MUJER,POR LA DEMOCRACIA
10303,YANTANI NEIRA ROSA,RN,437,SI,CONCEJAL,2008,ROSA ANGELICA DEL CARMEN,YANTANI,NEIRA,2008-2012,MUJER,RENOVACION NACIONAL
5602,YAÑEZ MALDONADO JOSE LUIS,IND,694,SI,CONCEJAL,2008,JOSE LUIS,YAÑEZ,MALDONADO,2008-2012,HOMBRE,INDEPENDIENTE
7101,YAÑEZ OLAVE MANUEL,RN,4710,SI,CONCEJAL,2008,MANUEL OSVALDO,YAÑEZ,OLAVE,2008-2012,HOMBRE,RENOVACION NACIONAL
5401,YAÑEZ PEÑA JUAN,PDC,1017,SI,CONCEJAL,2008,JUAN GUILLERMO,YAÑEZ,PEÑA,2008-2012,HOMBRE,DEMOCRATA CRISTIANO
10102,YAÑEZ URIBE PEDRO,RN,1861,SI,CONCEJAL,2008,PEDRO ENRIQUE,YAÑEZ,URIBE,2008-2012,HOMBRE,RENOVACION NACIONAL
7401,YAÑEZ YAÑEZ FRESIA,PPD,2309,SI,CONCEJAL,2008,FRESIA EUGENIA,YAÑEZ,YAÑEZ,2008-2012,MUJER,POR LA DEMOCRACIA
7102,YBAR VALDES MARIO ANTONIO,PS,1624,SI,CONCEJAL,2008,MARIO ANTONIO,IBAR,VALDES,2008-2012,HOMBRE,SOCIALISTA DE CHILE
5301,YOCHUM GAJARDO MARTA,UDI,2359,SI,CONCEJAL,2008,MARTA GLORIA,YOCHUM,GAJARDO,2008-2012,MUJER,UNION DEMOCRATA INDEPENDIENTE
15201,YUCRA GUTIERREZ GENARO,PS,230,SI,CONCEJAL,2008,GENARO MARCIAL,YUCRA,GUTIERREZ,2008-2012,HOMBRE,SOCIALISTA DE CHILE
