Comuna,Variable,Año,Valor
Lolol,Frecuencia Anual Casos Policiales,2006,2
Lolol,Frecuencia Anual Casos Policiales,2007,0
Lolol,Frecuencia Anual Casos Policiales,2008,1
Lolol,Frecuencia Anual Casos Policiales,2009,1
Lolol,Frecuencia Anual Casos Policiales,2010,0
Lolol,Frecuencia Anual Casos Policiales,2011,0
Lolol,Frecuencia Anual Casos Policiales,2012,1
Lolol,Frecuencia Anual Casos Policiales,2013,1
Lolol,Frecuencia Anual Casos Policiales,2014,1
Lolol,Frecuencia Anual Casos Policiales,2015,0
Lolol,Frecuencia Anual Casos Policiales,2016,0
Lolol,Frecuencia Anual Casos Policiales,2017,0
Lolol,Frecuencia Anual Casos Policiales,2018,0
Lolol,Frecuencia Anual Casos Policiales,2019,1
Lolol,Frecuencia Anual Denuncia,2005,1
Lolol,Frecuencia Anual Denuncia,2006,2
Lolol,Frecuencia Anual Denuncia,2007,0
Lolol,Frecuencia Anual Denuncia,2008,1
Lolol,Frecuencia Anual Denuncia,2009,1
Lolol,Frecuencia Anual Denuncia,2010,0
Lolol,Frecuencia Anual Denuncia,2011,0
Lolol,Frecuencia Anual Denuncia,2012,0
Lolol,Frecuencia Anual Denuncia,2013,0
Lolol,Frecuencia Anual Denuncia,2014,1
Lolol,Frecuencia Anual Denuncia,2015,0
Lolol,Frecuencia Anual Denuncia,2016,0
Lolol,Frecuencia Anual Denuncia,2017,0
Lolol,Frecuencia Anual Denuncia,2018,0
Lolol,Frecuencia Anual Denuncia,2019,1
Lolol,Frecuencia Anual Detenciones,2005,0
Lolol,Frecuencia Anual Detenciones,2006,0
Lolol,Frecuencia Anual Detenciones,2007,0
Lolol,Frecuencia Anual Detenciones,2008,0
Lolol,Frecuencia Anual Detenciones,2009,0
Lolol,Frecuencia Anual Detenciones,2010,0
Lolol,Frecuencia Anual Detenciones,2011,0
Lolol,Frecuencia Anual Detenciones,2012,1
Lolol,Frecuencia Anual Detenciones,2013,1
Lolol,Frecuencia Anual Detenciones,2014,0
Lolol,Frecuencia Anual Detenciones,2015,0
Lolol,Frecuencia Anual Detenciones,2016,0
Lolol,Frecuencia Anual Detenciones,2017,0
Lolol,Frecuencia Anual Detenciones,2018,0
Lolol,Frecuencia Anual Detenciones,2019,0
Loncoche,Frecuencia Anual Aprehendidos,2005,2
Loncoche,Frecuencia Anual Aprehendidos,2006,3
Loncoche,Frecuencia Anual Aprehendidos,2007,7
Loncoche,Frecuencia Anual Aprehendidos,2008,3
Loncoche,Frecuencia Anual Aprehendidos,2009,1
Loncoche,Frecuencia Anual Aprehendidos,2010,1
Loncoche,Frecuencia Anual Aprehendidos,2011,0
Loncoche,Frecuencia Anual Aprehendidos,2012,1
Loncoche,Frecuencia Anual Aprehendidos,2013,2
Loncoche,Frecuencia Anual Aprehendidos,2014,4
Loncoche,Frecuencia Anual Aprehendidos,2015,0
Loncoche,Frecuencia Anual Aprehendidos,2016,0
Loncoche,Frecuencia Anual Aprehendidos,2017,0
Loncoche,Frecuencia Anual Aprehendidos,2018,1
Loncoche,Frecuencia Anual Aprehendidos,2019,2
Loncoche,Frecuencia Anual Casos Policiales,2005,4
Loncoche,Frecuencia Anual Casos Policiales,2006,11
Loncoche,Frecuencia Anual Casos Policiales,2007,6
Loncoche,Frecuencia Anual Casos Policiales,2008,5
Loncoche,Frecuencia Anual Casos Policiales,2009,5
Loncoche,Frecuencia Anual Casos Policiales,2010,5
Loncoche,Frecuencia Anual Casos Policiales,2011,2
Loncoche,Frecuencia Anual Casos Policiales,2012,7
Loncoche,Frecuencia Anual Casos Policiales,2013,4
Loncoche,Frecuencia Anual Casos Policiales,2014,8
Loncoche,Frecuencia Anual Casos Policiales,2015,3
Loncoche,Frecuencia Anual Casos Policiales,2016,2
Loncoche,Frecuencia Anual Casos Policiales,2017,0
Loncoche,Frecuencia Anual Casos Policiales,2018,6
Loncoche,Frecuencia Anual Casos Policiales,2019,8
Loncoche,Frecuencia Anual Denuncia,2005,2
Loncoche,Frecuencia Anual Denuncia,2006,8
Loncoche,Frecuencia Anual Denuncia,2007,0
Loncoche,Frecuencia Anual Denuncia,2008,2
Loncoche,Frecuencia Anual Denuncia,2009,4
Loncoche,Frecuencia Anual Denuncia,2010,4
Loncoche,Frecuencia Anual Denuncia,2011,2
Loncoche,Frecuencia Anual Denuncia,2012,6
Loncoche,Frecuencia Anual Denuncia,2013,2
Loncoche,Frecuencia Anual Denuncia,2014,4
Loncoche,Frecuencia Anual Denuncia,2015,3
Loncoche,Frecuencia Anual Denuncia,2016,2
Loncoche,Frecuencia Anual Denuncia,2017,0
Loncoche,Frecuencia Anual Denuncia,2018,5
Loncoche,Frecuencia Anual Denuncia,2019,6
Loncoche,Frecuencia Anual Detenciones,2005,2
Loncoche,Frecuencia Anual Detenciones,2006,3
Loncoche,Frecuencia Anual Detenciones,2007,6
Loncoche,Frecuencia Anual Detenciones,2008,3
Loncoche,Frecuencia Anual Detenciones,2009,1
Loncoche,Frecuencia Anual Detenciones,2010,1
Loncoche,Frecuencia Anual Detenciones,2011,0
Loncoche,Frecuencia Anual Detenciones,2012,1
Loncoche,Frecuencia Anual Detenciones,2013,2
Loncoche,Frecuencia Anual Detenciones,2014,4
Loncoche,Frecuencia Anual Detenciones,2015,0
Loncoche,Frecuencia Anual Detenciones,2016,0
Loncoche,Frecuencia Anual Detenciones,2017,0
Loncoche,Frecuencia Anual Detenciones,2018,1
Loncoche,Frecuencia Anual Detenciones,2019,2
Longaví,Frecuencia Anual Aprehendidos,2005,0
Longaví,Frecuencia Anual Aprehendidos,2006,0
Longaví,Frecuencia Anual Aprehendidos,2007,1
Longaví,Frecuencia Anual Aprehendidos,2008,0
Longaví,Frecuencia Anual Aprehendidos,2009,0
Longaví,Frecuencia Anual Aprehendidos,2010,0
Longaví,Frecuencia Anual Aprehendidos,2011,1
Longaví,Frecuencia Anual Aprehendidos,2012,1
Longaví,Frecuencia Anual Aprehendidos,2013,1
Longaví,Frecuencia Anual Aprehendidos,2014,0
Longaví,Frecuencia Anual Aprehendidos,2015,0
Longaví,Frecuencia Anual Aprehendidos,2016,1
Longaví,Frecuencia Anual Aprehendidos,2017,0
Longaví,Frecuencia Anual Aprehendidos,2018,2
Longaví,Frecuencia Anual Aprehendidos,2019,0
Longaví,Frecuencia Anual Casos Policiales,2005,4
Longaví,Frecuencia Anual Casos Policiales,2006,2
Longaví,Frecuencia Anual Casos Policiales,2007,2
Longaví,Frecuencia Anual Casos Policiales,2008,9
Longaví,Frecuencia Anual Casos Policiales,2009,8
Longaví,Frecuencia Anual Casos Policiales,2010,4
Longaví,Frecuencia Anual Casos Policiales,2011,8
Longaví,Frecuencia Anual Casos Policiales,2012,6
Longaví,Frecuencia Anual Casos Policiales,2013,8
Longaví,Frecuencia Anual Casos Policiales,2014,5
Longaví,Frecuencia Anual Casos Policiales,2015,3
Longaví,Frecuencia Anual Casos Policiales,2016,7
Longaví,Frecuencia Anual Casos Policiales,2017,9
Longaví,Frecuencia Anual Casos Policiales,2018,9
Longaví,Frecuencia Anual Casos Policiales,2019,10
Longaví,Frecuencia Anual Denuncia,2005,4
Longaví,Frecuencia Anual Denuncia,2006,2
Longaví,Frecuencia Anual Denuncia,2007,1
Longaví,Frecuencia Anual Denuncia,2008,9
Longaví,Frecuencia Anual Denuncia,2009,8
Longaví,Frecuencia Anual Denuncia,2010,4
Longaví,Frecuencia Anual Denuncia,2011,7
Longaví,Frecuencia Anual Denuncia,2012,5
Longaví,Frecuencia Anual Denuncia,2013,7
Longaví,Frecuencia Anual Denuncia,2014,5
Longaví,Frecuencia Anual Denuncia,2015,3
Longaví,Frecuencia Anual Denuncia,2016,6
Longaví,Frecuencia Anual Denuncia,2017,9
Longaví,Frecuencia Anual Denuncia,2018,6
Longaví,Frecuencia Anual Denuncia,2019,10
Longaví,Frecuencia Anual Detenciones,2005,0
Longaví,Frecuencia Anual Detenciones,2006,0
Longaví,Frecuencia Anual Detenciones,2007,1
Longaví,Frecuencia Anual Detenciones,2008,0
Longaví,Frecuencia Anual Detenciones,2009,0
Longaví,Frecuencia Anual Detenciones,2010,0
Longaví,Frecuencia Anual Detenciones,2011,1
Longaví,Frecuencia Anual Detenciones,2012,1
Longaví,Frecuencia Anual Detenciones,2013,1
Longaví,Frecuencia Anual Detenciones,2014,0
Longaví,Frecuencia Anual Detenciones,2015,0
Longaví,Frecuencia Anual Detenciones,2016,1
Longaví,Frecuencia Anual Detenciones,2017,0
Longaví,Frecuencia Anual Detenciones,2018,3
Longaví,Frecuencia Anual Detenciones,2019,0
Lonquimay,Frecuencia Anual Aprehendidos,2005,1
Lonquimay,Frecuencia Anual Aprehendidos,2006,0
Lonquimay,Frecuencia Anual Aprehendidos,2007,0
Lonquimay,Frecuencia Anual Aprehendidos,2008,0
Lonquimay,Frecuencia Anual Aprehendidos,2009,0
Lonquimay,Frecuencia Anual Aprehendidos,2010,0
Lonquimay,Frecuencia Anual Aprehendidos,2011,0
Lonquimay,Frecuencia Anual Aprehendidos,2012,0
Lonquimay,Frecuencia Anual Aprehendidos,2013,1
Lonquimay,Frecuencia Anual Aprehendidos,2014,0
Lonquimay,Frecuencia Anual Aprehendidos,2015,0
Lonquimay,Frecuencia Anual Aprehendidos,2016,0
Lonquimay,Frecuencia Anual Aprehendidos,2017,1
Lonquimay,Frecuencia Anual Aprehendidos,2018,0
Lonquimay,Frecuencia Anual Aprehendidos,2019,3
Lonquimay,Frecuencia Anual Casos Policiales,2005,2
Lonquimay,Frecuencia Anual Casos Policiales,2006,0
Lonquimay,Frecuencia Anual Casos Policiales,2007,0
Lonquimay,Frecuencia Anual Casos Policiales,2008,0
Lonquimay,Frecuencia Anual Casos Policiales,2009,2
Lonquimay,Frecuencia Anual Casos Policiales,2010,1
Lonquimay,Frecuencia Anual Casos Policiales,2011,1
Lonquimay,Frecuencia Anual Casos Policiales,2012,3
Lonquimay,Frecuencia Anual Casos Policiales,2013,3
Lonquimay,Frecuencia Anual Casos Policiales,2014,2
Lonquimay,Frecuencia Anual Casos Policiales,2015,3
Lonquimay,Frecuencia Anual Casos Policiales,2016,1
Lonquimay,Frecuencia Anual Casos Policiales,2017,1
Lonquimay,Frecuencia Anual Casos Policiales,2018,2
Lonquimay,Frecuencia Anual Casos Policiales,2019,5
Lonquimay,Frecuencia Anual Denuncia,2005,1
Lonquimay,Frecuencia Anual Denuncia,2006,0
Lonquimay,Frecuencia Anual Denuncia,2007,0
Lonquimay,Frecuencia Anual Denuncia,2008,0
Lonquimay,Frecuencia Anual Denuncia,2009,2
Lonquimay,Frecuencia Anual Denuncia,2010,1
Lonquimay,Frecuencia Anual Denuncia,2011,1
Lonquimay,Frecuencia Anual Denuncia,2012,3
Lonquimay,Frecuencia Anual Denuncia,2013,2
Lonquimay,Frecuencia Anual Denuncia,2014,2
Lonquimay,Frecuencia Anual Denuncia,2015,3
Lonquimay,Frecuencia Anual Denuncia,2016,1
Lonquimay,Frecuencia Anual Denuncia,2017,0
Lonquimay,Frecuencia Anual Denuncia,2018,2
Lonquimay,Frecuencia Anual Denuncia,2019,2
Lonquimay,Frecuencia Anual Detenciones,2005,1
Lonquimay,Frecuencia Anual Detenciones,2006,0
Lonquimay,Frecuencia Anual Detenciones,2007,0
Lonquimay,Frecuencia Anual Detenciones,2008,0
Lonquimay,Frecuencia Anual Detenciones,2009,0
Lonquimay,Frecuencia Anual Detenciones,2010,0
Lonquimay,Frecuencia Anual Detenciones,2011,0
Lonquimay,Frecuencia Anual Detenciones,2012,0
Lonquimay,Frecuencia Anual Detenciones,2013,1
Lonquimay,Frecuencia Anual Detenciones,2014,0
Lonquimay,Frecuencia Anual Detenciones,2015,0
Lonquimay,Frecuencia Anual Detenciones,2016,0
Lonquimay,Frecuencia Anual Detenciones,2017,1
Lonquimay,Frecuencia Anual Detenciones,2018,0
Lonquimay,Frecuencia Anual Detenciones,2019,3
Los Alamos,Frecuencia Anual Aprehendidos,2005,0
Los Alamos,Frecuencia Anual Aprehendidos,2006,0
Los Alamos,Frecuencia Anual Aprehendidos,2007,0
Los Alamos,Frecuencia Anual Aprehendidos,2008,0
Los Alamos,Frecuencia Anual Aprehendidos,2009,1
Los Alamos,Frecuencia Anual Aprehendidos,2010,0
Los Alamos,Frecuencia Anual Aprehendidos,2011,1
Los Alamos,Frecuencia Anual Aprehendidos,2012,0
Los Alamos,Frecuencia Anual Aprehendidos,2013,0
Los Alamos,Frecuencia Anual Aprehendidos,2014,2
Los Alamos,Frecuencia Anual Aprehendidos,2015,0
Los Alamos,Frecuencia Anual Aprehendidos,2016,0
Los Alamos,Frecuencia Anual Aprehendidos,2017,0
Los Alamos,Frecuencia Anual Aprehendidos,2018,2
Los Alamos,Frecuencia Anual Aprehendidos,2019,1
Los Alamos,Frecuencia Anual Casos Policiales,2005,1
Los Alamos,Frecuencia Anual Casos Policiales,2006,3
Los Alamos,Frecuencia Anual Casos Policiales,2007,5
Los Alamos,Frecuencia Anual Casos Policiales,2008,9
Los Alamos,Frecuencia Anual Casos Policiales,2009,5
Los Alamos,Frecuencia Anual Casos Policiales,2010,6
Los Alamos,Frecuencia Anual Casos Policiales,2011,8
Los Alamos,Frecuencia Anual Casos Policiales,2012,0
Los Alamos,Frecuencia Anual Casos Policiales,2013,6
Los Alamos,Frecuencia Anual Casos Policiales,2014,9
Los Alamos,Frecuencia Anual Casos Policiales,2015,7
Los Alamos,Frecuencia Anual Casos Policiales,2016,5
Los Alamos,Frecuencia Anual Casos Policiales,2017,7
Los Alamos,Frecuencia Anual Casos Policiales,2018,8
Los Alamos,Frecuencia Anual Casos Policiales,2019,7
Los Alamos,Frecuencia Anual Denuncia,2005,1
Los Alamos,Frecuencia Anual Denuncia,2006,3
Los Alamos,Frecuencia Anual Denuncia,2007,5
Los Alamos,Frecuencia Anual Denuncia,2008,9
Los Alamos,Frecuencia Anual Denuncia,2009,4
Los Alamos,Frecuencia Anual Denuncia,2010,6
Los Alamos,Frecuencia Anual Denuncia,2011,7
Los Alamos,Frecuencia Anual Denuncia,2012,0
Los Alamos,Frecuencia Anual Denuncia,2013,6
Los Alamos,Frecuencia Anual Denuncia,2014,7
Los Alamos,Frecuencia Anual Denuncia,2015,7
Los Alamos,Frecuencia Anual Denuncia,2016,5
Los Alamos,Frecuencia Anual Denuncia,2017,7
Los Alamos,Frecuencia Anual Denuncia,2018,6
Los Alamos,Frecuencia Anual Denuncia,2019,6
Los Alamos,Frecuencia Anual Detenciones,2005,0
Los Alamos,Frecuencia Anual Detenciones,2006,0
Los Alamos,Frecuencia Anual Detenciones,2007,0
Los Alamos,Frecuencia Anual Detenciones,2008,0
Los Alamos,Frecuencia Anual Detenciones,2009,1
Los Alamos,Frecuencia Anual Detenciones,2010,0
Los Alamos,Frecuencia Anual Detenciones,2011,1
Los Alamos,Frecuencia Anual Detenciones,2012,0
Los Alamos,Frecuencia Anual Detenciones,2013,0
Los Alamos,Frecuencia Anual Detenciones,2014,2
Los Alamos,Frecuencia Anual Detenciones,2015,0
Los Alamos,Frecuencia Anual Detenciones,2016,0
Los Alamos,Frecuencia Anual Detenciones,2017,0
Los Alamos,Frecuencia Anual Detenciones,2018,2
Los Alamos,Frecuencia Anual Detenciones,2019,1
Los Andes,Frecuencia Anual Aprehendidos,2005,0
Los Andes,Frecuencia Anual Aprehendidos,2006,2
Los Andes,Frecuencia Anual Aprehendidos,2007,2
Los Andes,Frecuencia Anual Aprehendidos,2008,7
Los Andes,Frecuencia Anual Aprehendidos,2009,1
Los Andes,Frecuencia Anual Aprehendidos,2010,4
Los Andes,Frecuencia Anual Aprehendidos,2011,1
Los Andes,Frecuencia Anual Aprehendidos,2012,5
Los Andes,Frecuencia Anual Aprehendidos,2013,2
Los Andes,Frecuencia Anual Aprehendidos,2014,3
Los Andes,Frecuencia Anual Aprehendidos,2015,1
Los Andes,Frecuencia Anual Aprehendidos,2016,1
Los Andes,Frecuencia Anual Aprehendidos,2017,0
Los Andes,Frecuencia Anual Aprehendidos,2018,1
Los Andes,Frecuencia Anual Aprehendidos,2019,0
Los Andes,Frecuencia Anual Casos Policiales,2005,11
Los Andes,Frecuencia Anual Casos Policiales,2006,14
Los Andes,Frecuencia Anual Casos Policiales,2007,15
Los Andes,Frecuencia Anual Casos Policiales,2008,18
Los Andes,Frecuencia Anual Casos Policiales,2009,12
Los Andes,Frecuencia Anual Casos Policiales,2010,14
Los Andes,Frecuencia Anual Casos Policiales,2011,14
Los Andes,Frecuencia Anual Casos Policiales,2012,16
Los Andes,Frecuencia Anual Casos Policiales,2013,10
Los Andes,Frecuencia Anual Casos Policiales,2014,11
Los Andes,Frecuencia Anual Casos Policiales,2015,10
Los Andes,Frecuencia Anual Casos Policiales,2016,10
Los Andes,Frecuencia Anual Casos Policiales,2017,11
Los Andes,Frecuencia Anual Casos Policiales,2018,14
Los Andes,Frecuencia Anual Casos Policiales,2019,13
Los Andes,Frecuencia Anual Denuncia,2005,11
Los Andes,Frecuencia Anual Denuncia,2006,12
Los Andes,Frecuencia Anual Denuncia,2007,13
Los Andes,Frecuencia Anual Denuncia,2008,12
Los Andes,Frecuencia Anual Denuncia,2009,11
Los Andes,Frecuencia Anual Denuncia,2010,11
Los Andes,Frecuencia Anual Denuncia,2011,13
Los Andes,Frecuencia Anual Denuncia,2012,12
Los Andes,Frecuencia Anual Denuncia,2013,8
Los Andes,Frecuencia Anual Denuncia,2014,8
Los Andes,Frecuencia Anual Denuncia,2015,9
Los Andes,Frecuencia Anual Denuncia,2016,9
Los Andes,Frecuencia Anual Denuncia,2017,10
Los Andes,Frecuencia Anual Denuncia,2018,12
Los Andes,Frecuencia Anual Denuncia,2019,13
Los Andes,Frecuencia Anual Detenciones,2005,0
Los Andes,Frecuencia Anual Detenciones,2006,2
Los Andes,Frecuencia Anual Detenciones,2007,2
Los Andes,Frecuencia Anual Detenciones,2008,6
Los Andes,Frecuencia Anual Detenciones,2009,1
Los Andes,Frecuencia Anual Detenciones,2010,3
Los Andes,Frecuencia Anual Detenciones,2011,1
Los Andes,Frecuencia Anual Detenciones,2012,4
Los Andes,Frecuencia Anual Detenciones,2013,2
Los Andes,Frecuencia Anual Detenciones,2014,3
Los Andes,Frecuencia Anual Detenciones,2015,1
Los Andes,Frecuencia Anual Detenciones,2016,1
Los Andes,Frecuencia Anual Detenciones,2017,1
Los Andes,Frecuencia Anual Detenciones,2018,2
Los Andes,Frecuencia Anual Detenciones,2019,0
Los Angeles,Frecuencia Anual Aprehendidos,2005,3
Los Angeles,Frecuencia Anual Aprehendidos,2006,2
Los Angeles,Frecuencia Anual Aprehendidos,2007,3
Los Angeles,Frecuencia Anual Aprehendidos,2008,1
Los Angeles,Frecuencia Anual Aprehendidos,2009,2
Los Angeles,Frecuencia Anual Aprehendidos,2010,2
Los Angeles,Frecuencia Anual Aprehendidos,2011,6
Los Angeles,Frecuencia Anual Aprehendidos,2012,8
Los Angeles,Frecuencia Anual Aprehendidos,2013,3
Los Angeles,Frecuencia Anual Aprehendidos,2014,5
Los Angeles,Frecuencia Anual Aprehendidos,2015,4
Los Angeles,Frecuencia Anual Aprehendidos,2016,4
Los Angeles,Frecuencia Anual Aprehendidos,2017,1
Los Angeles,Frecuencia Anual Aprehendidos,2018,1
Los Angeles,Frecuencia Anual Aprehendidos,2019,5
Los Angeles,Frecuencia Anual Casos Policiales,2005,19
Los Angeles,Frecuencia Anual Casos Policiales,2006,29
Los Angeles,Frecuencia Anual Casos Policiales,2007,34
Los Angeles,Frecuencia Anual Casos Policiales,2008,36
Los Angeles,Frecuencia Anual Casos Policiales,2009,29
Los Angeles,Frecuencia Anual Casos Policiales,2010,25
Los Angeles,Frecuencia Anual Casos Policiales,2011,39
Los Angeles,Frecuencia Anual Casos Policiales,2012,35
Los Angeles,Frecuencia Anual Casos Policiales,2013,40
Los Angeles,Frecuencia Anual Casos Policiales,2014,40
Los Angeles,Frecuencia Anual Casos Policiales,2015,35
Los Angeles,Frecuencia Anual Casos Policiales,2016,28
Los Angeles,Frecuencia Anual Casos Policiales,2017,28
Los Angeles,Frecuencia Anual Casos Policiales,2018,29
Los Angeles,Frecuencia Anual Casos Policiales,2019,23
Los Angeles,Frecuencia Anual Denuncia,2005,16
Los Angeles,Frecuencia Anual Denuncia,2006,27
Los Angeles,Frecuencia Anual Denuncia,2007,31
Los Angeles,Frecuencia Anual Denuncia,2008,35
Los Angeles,Frecuencia Anual Denuncia,2009,27
Los Angeles,Frecuencia Anual Denuncia,2010,23
Los Angeles,Frecuencia Anual Denuncia,2011,33
Los Angeles,Frecuencia Anual Denuncia,2012,27
Los Angeles,Frecuencia Anual Denuncia,2013,37
Los Angeles,Frecuencia Anual Denuncia,2014,35
Los Angeles,Frecuencia Anual Denuncia,2015,32
Los Angeles,Frecuencia Anual Denuncia,2016,24
Los Angeles,Frecuencia Anual Denuncia,2017,27
Los Angeles,Frecuencia Anual Denuncia,2018,28
Los Angeles,Frecuencia Anual Denuncia,2019,19
Los Angeles,Frecuencia Anual Detenciones,2005,3
Los Angeles,Frecuencia Anual Detenciones,2006,2
Los Angeles,Frecuencia Anual Detenciones,2007,3
Los Angeles,Frecuencia Anual Detenciones,2008,1
Los Angeles,Frecuencia Anual Detenciones,2009,2
Los Angeles,Frecuencia Anual Detenciones,2010,2
Los Angeles,Frecuencia Anual Detenciones,2011,6
Los Angeles,Frecuencia Anual Detenciones,2012,8
Los Angeles,Frecuencia Anual Detenciones,2013,3
Los Angeles,Frecuencia Anual Detenciones,2014,5
Los Angeles,Frecuencia Anual Detenciones,2015,3
Los Angeles,Frecuencia Anual Detenciones,2016,4
Los Angeles,Frecuencia Anual Detenciones,2017,1
Los Angeles,Frecuencia Anual Detenciones,2018,1
Los Angeles,Frecuencia Anual Detenciones,2019,4
Los Lagos,Frecuencia Anual Aprehendidos,2005,0
Los Lagos,Frecuencia Anual Aprehendidos,2006,0
Los Lagos,Frecuencia Anual Aprehendidos,2007,0
Los Lagos,Frecuencia Anual Aprehendidos,2008,2
Los Lagos,Frecuencia Anual Aprehendidos,2009,2
Los Lagos,Frecuencia Anual Aprehendidos,2010,0
Los Lagos,Frecuencia Anual Aprehendidos,2011,1
Los Lagos,Frecuencia Anual Aprehendidos,2012,4
Los Lagos,Frecuencia Anual Aprehendidos,2013,0
Los Lagos,Frecuencia Anual Aprehendidos,2014,1
Los Lagos,Frecuencia Anual Aprehendidos,2015,1
Los Lagos,Frecuencia Anual Aprehendidos,2016,4
Los Lagos,Frecuencia Anual Aprehendidos,2017,1
Los Lagos,Frecuencia Anual Aprehendidos,2018,2
Los Lagos,Frecuencia Anual Aprehendidos,2019,2
Los Lagos,Frecuencia Anual Casos Policiales,2005,0
Los Lagos,Frecuencia Anual Casos Policiales,2006,3
Los Lagos,Frecuencia Anual Casos Policiales,2007,3
Los Lagos,Frecuencia Anual Casos Policiales,2008,3
Los Lagos,Frecuencia Anual Casos Policiales,2009,6
Los Lagos,Frecuencia Anual Casos Policiales,2010,6
Los Lagos,Frecuencia Anual Casos Policiales,2011,7
Los Lagos,Frecuencia Anual Casos Policiales,2012,9
Los Lagos,Frecuencia Anual Casos Policiales,2013,5
Los Lagos,Frecuencia Anual Casos Policiales,2014,3
Los Lagos,Frecuencia Anual Casos Policiales,2015,4
Los Lagos,Frecuencia Anual Casos Policiales,2016,7
Los Lagos,Frecuencia Anual Casos Policiales,2017,6
Los Lagos,Frecuencia Anual Casos Policiales,2018,6
Los Lagos,Frecuencia Anual Casos Policiales,2019,8
Los Lagos,Frecuencia Anual Denuncia,2005,0
Los Lagos,Frecuencia Anual Denuncia,2006,3
Los Lagos,Frecuencia Anual Denuncia,2007,3
Los Lagos,Frecuencia Anual Denuncia,2008,1
Los Lagos,Frecuencia Anual Denuncia,2009,4
Los Lagos,Frecuencia Anual Denuncia,2010,6
Los Lagos,Frecuencia Anual Denuncia,2011,6
Los Lagos,Frecuencia Anual Denuncia,2012,5
Los Lagos,Frecuencia Anual Denuncia,2013,5
Los Lagos,Frecuencia Anual Denuncia,2014,2
Los Lagos,Frecuencia Anual Denuncia,2015,3
Los Lagos,Frecuencia Anual Denuncia,2016,3
Los Lagos,Frecuencia Anual Denuncia,2017,5
Los Lagos,Frecuencia Anual Denuncia,2018,4
Los Lagos,Frecuencia Anual Denuncia,2019,6
Los Lagos,Frecuencia Anual Detenciones,2005,0
Los Lagos,Frecuencia Anual Detenciones,2006,0
Los Lagos,Frecuencia Anual Detenciones,2007,0
Los Lagos,Frecuencia Anual Detenciones,2008,2
Los Lagos,Frecuencia Anual Detenciones,2009,2
Los Lagos,Frecuencia Anual Detenciones,2010,0
Los Lagos,Frecuencia Anual Detenciones,2011,1
Los Lagos,Frecuencia Anual Detenciones,2012,4
Los Lagos,Frecuencia Anual Detenciones,2013,0
Los Lagos,Frecuencia Anual Detenciones,2014,1
Los Lagos,Frecuencia Anual Detenciones,2015,1
Los Lagos,Frecuencia Anual Detenciones,2016,4
Los Lagos,Frecuencia Anual Detenciones,2017,1
Los Lagos,Frecuencia Anual Detenciones,2018,2
Los Lagos,Frecuencia Anual Detenciones,2019,2
Los Muermos,Frecuencia Anual Aprehendidos,2005,0
Los Muermos,Frecuencia Anual Aprehendidos,2006,1
Los Muermos,Frecuencia Anual Aprehendidos,2007,1
Los Muermos,Frecuencia Anual Aprehendidos,2008,0
Los Muermos,Frecuencia Anual Aprehendidos,2009,0
Los Muermos,Frecuencia Anual Aprehendidos,2010,2
Los Muermos,Frecuencia Anual Aprehendidos,2011,2
Los Muermos,Frecuencia Anual Aprehendidos,2012,0
Los Muermos,Frecuencia Anual Aprehendidos,2013,0
Los Muermos,Frecuencia Anual Aprehendidos,2014,1
Los Muermos,Frecuencia Anual Aprehendidos,2015,0
Los Muermos,Frecuencia Anual Aprehendidos,2016,0
Los Muermos,Frecuencia Anual Aprehendidos,2017,0
Los Muermos,Frecuencia Anual Aprehendidos,2018,1
Los Muermos,Frecuencia Anual Aprehendidos,2019,1
Los Muermos,Frecuencia Anual Casos Policiales,2005,4
Los Muermos,Frecuencia Anual Casos Policiales,2006,4
Los Muermos,Frecuencia Anual Casos Policiales,2007,4
Los Muermos,Frecuencia Anual Casos Policiales,2008,3
Los Muermos,Frecuencia Anual Casos Policiales,2009,6
Los Muermos,Frecuencia Anual Casos Policiales,2010,6
Los Muermos,Frecuencia Anual Casos Policiales,2011,5
Los Muermos,Frecuencia Anual Casos Policiales,2012,3
Los Muermos,Frecuencia Anual Casos Policiales,2013,3
Los Muermos,Frecuencia Anual Casos Policiales,2014,2
Los Muermos,Frecuencia Anual Casos Policiales,2015,1
Los Muermos,Frecuencia Anual Casos Policiales,2016,2
Los Muermos,Frecuencia Anual Casos Policiales,2017,2
Los Muermos,Frecuencia Anual Casos Policiales,2018,4
Los Muermos,Frecuencia Anual Casos Policiales,2019,7
Los Muermos,Frecuencia Anual Denuncia,2005,4
Los Muermos,Frecuencia Anual Denuncia,2006,3
Los Muermos,Frecuencia Anual Denuncia,2007,3
Los Muermos,Frecuencia Anual Denuncia,2008,3
Los Muermos,Frecuencia Anual Denuncia,2009,6
Los Muermos,Frecuencia Anual Denuncia,2010,4
Los Muermos,Frecuencia Anual Denuncia,2011,3
Los Muermos,Frecuencia Anual Denuncia,2012,3
Los Muermos,Frecuencia Anual Denuncia,2013,3
Los Muermos,Frecuencia Anual Denuncia,2014,1
Los Muermos,Frecuencia Anual Denuncia,2015,1
Los Muermos,Frecuencia Anual Denuncia,2016,2
Los Muermos,Frecuencia Anual Denuncia,2017,2
Los Muermos,Frecuencia Anual Denuncia,2018,3
Los Muermos,Frecuencia Anual Denuncia,2019,6
Los Muermos,Frecuencia Anual Detenciones,2005,0
Los Muermos,Frecuencia Anual Detenciones,2006,1
